domain,model,temperature,method,k,method_detail,dataset_tag,batch_size,isl,osl,evidence_state,source_kind,source_file,clean_status_match,row_count,label_or_job_examples
SWE,Qwen/Qwen3-32B,1.0,suffix,32,suffix_k32,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t10,1,4096,32768,partial,metrics,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_metrics.csv,no,1,unknown_osl32k_qwen32_t10_suffix_k32
SWE,Qwen/Qwen3-32B,1.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen235b_suffix_k32,1,4096,32768,partial,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status.csv,no,1,unknown_osl32k_qwen235b_suffix_k32
SWE,Qwen/Qwen3-32B,1.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen32_t10_suffix_k32,2,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_status.csv,no,1,unknown_osl32k_qwen32_t10_suffix_k32
SWE,Qwen/Qwen3-32B,1.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen235b_suffix_k32,2,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status.csv,no,1,unknown_osl32k_qwen235b_suffix_k32
SWE,Qwen/Qwen3-32B,1.0,suffix,32,suffix_k32,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t10,2,4096,32768,final,metrics,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics_live.csv,yes_row,1,swe_t10_qwen32_suffix_k32_bs2_j2133939
SWE,Qwen/Qwen3-32B,1.0,suffix,32,suffix_k32,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t10,2,4096,32768,final,metrics,docs/lyris_swebench_osl32k_temp01_home_retry_metrics_live_20260616.csv,no,1,qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t10
SWE,Qwen/Qwen3-32B,1.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen235b_suffix_k32,2,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_manifest.csv,yes_row,2,unknown_osl32k_qwen235b_suffix_k32
SWE,Qwen/Qwen3-32B,1.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen32_t10_suffix_k32,2,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_manifest.csv,no,2,unknown_osl32k_qwen32_t10_suffix_k32
SWE,Qwen/Qwen3-32B,1.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen32_t10_suffix_k32,2,4096,32768,manifest-only,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_status.csv,no,1,unknown_osl32k_qwen32_t10_suffix_k32
SWE,Qwen/Qwen3-32B,1.0,suffix,32,suffix_k32,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t10,2,4096,32768,partial,metrics,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_metrics.csv,no,1,unknown_osl32k_qwen32_t10_suffix_k32
SWE,Qwen/Qwen3-32B,1.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen235b_suffix_k32,2,4096,32768,partial,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status.csv,no,1,unknown_osl32k_qwen235b_suffix_k32
SWE,Qwen/Qwen3-8B,,baseline,,baseline,qwen8_baseline,1,4096,32768,manifest-only,manifest,docs/lyris_specdec_32k_manifest_20260612.csv,no,1,qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,full | full_osl128k_qwen8_baseline,1,4096,131072,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,2,full_osl128k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,full | full_osl16k_qwen8_baseline,1,4096,16384,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl16k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,full | full_osl32k_qwen8_baseline,1,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl32k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,full | full_osl64k_qwen8_baseline,1,4096,65536,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl64k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,verified | verified_osl128k_qwen8_baseline,1,4096,131072,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,5,verified_osl128k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,verified | verified_osl16k_qwen8_baseline,1,4096,16384,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,verified_osl16k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,verified | verified_osl64k_qwen8_baseline,1,4096,65536,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,verified_osl64k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,verified | verified_osl96k_qwen8_baseline,1,4096,98304,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,verified_osl96k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,swebench_verified_prompts_all.jsonl | qwen3_8b_swebench_verified_osl32k_lyris_pard2_eagle3_baseline_offset0_n4_isl4096_osl32768_bs1_2_4_20260611,1,4096,32768,partial,metrics,docs/lyris_specdec_32k_metrics_20260612.csv,no,1,qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,swebench_full_test_prompts_all.jsonl | qwen8_swe_full_osl16k_lyris_baseline_offset0_n4_isl4096_osl16384_bs1_2_20260611,1,4096,16384,partial,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,full_osl16k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,swebench_full_test_prompts_all.jsonl | qwen8_swe_full_osl32k_lyris_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260611,1,4096,32768,partial,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,full_osl32k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,swebench_full_test_prompts_all.jsonl | qwen8_swe_full_osl64k_lyris_baseline_offset0_n2_isl4096_osl65536_bs1_20260611,1,4096,65536,partial,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,full_osl64k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,swebench_verified_prompts_all.jsonl | qwen8_swe_verified_osl16k_lyris_baseline_offset0_n4_isl4096_osl16384_bs1_2_20260611,1,4096,16384,partial,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,verified_osl16k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,swebench_verified_prompts_all.jsonl | qwen8_swe_verified_osl64k_lyris_baseline_offset0_n2_isl4096_osl65536_bs1_20260611,1,4096,65536,partial,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,verified_osl64k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,swebench_verified_prompts_all.jsonl | qwen8_swe_verified_osl96k_lyris_maxctxdiag_baseline_offset0_n1_isl4096_osl98304_bs1_20260612,1,4096,98304,partial,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,verified_osl96k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,0,baseline,swebench_verified_prompts_all.jsonl | oci_swe_verified_osl16k_qwen8_baseline_k0_20260612,1,4096,16384,partial,metrics,docs/oci_swebench_osl16k_smoke_metrics_20260612.csv,no,1,oci_verified_osl16k_qwen8_baseline_k0
SWE,Qwen/Qwen3-8B,,baseline,,baseline,qwen8_baseline,2,4096,32768,manifest-only,manifest,docs/lyris_specdec_32k_manifest_20260612.csv,no,1,qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,full | full_osl16k_qwen8_baseline,2,4096,16384,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl16k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,full | full_osl32k_qwen8_baseline,2,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl32k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,verified | verified_osl16k_qwen8_baseline,2,4096,16384,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,verified_osl16k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,swebench_verified_prompts_all.jsonl | qwen3_8b_swebench_verified_osl32k_lyris_pard2_eagle3_baseline_offset0_n4_isl4096_osl32768_bs1_2_4_20260611,2,4096,32768,partial,metrics,docs/lyris_specdec_32k_metrics_20260612.csv,no,1,qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,swebench_full_test_prompts_all.jsonl | qwen8_swe_full_osl16k_lyris_baseline_offset0_n4_isl4096_osl16384_bs1_2_20260611,2,4096,16384,partial,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,full_osl16k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,swebench_full_test_prompts_all.jsonl | qwen8_swe_full_osl32k_lyris_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260611,2,4096,32768,partial,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,full_osl32k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,swebench_verified_prompts_all.jsonl | qwen8_swe_verified_osl16k_lyris_baseline_offset0_n4_isl4096_osl16384_bs1_2_20260611,2,4096,16384,partial,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,verified_osl16k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,0,baseline,swebench_verified_prompts_all.jsonl | oci_swe_verified_osl16k_qwen8_baseline_k0_20260612,2,4096,16384,partial,metrics,docs/oci_swebench_osl16k_smoke_metrics_20260612.csv,no,1,oci_verified_osl16k_qwen8_baseline_k0
SWE,Qwen/Qwen3-8B,,baseline,,baseline,qwen8_baseline,4,4096,32768,manifest-only,manifest,docs/lyris_specdec_32k_manifest_20260612.csv,no,1,qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,full | full_osl32k_qwen8_baseline,4,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl32k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,verified | verified_osl32k_qwen8_baseline,4,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,verified_osl32k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,full | full_osl32k_qwen8_baseline,4,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_batch_sweep_manifest_20260612.csv,no,1,full_osl32k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,verified | verified_osl32k_qwen8_baseline,4,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_batch_sweep_manifest_20260612.csv,no,1,verified_osl32k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,swebench_verified_prompts_all.jsonl | qwen3_8b_swebench_verified_osl32k_lyris_pard2_eagle3_baseline_offset0_n4_isl4096_osl32768_bs1_2_4_20260611,4,4096,32768,partial,metrics,docs/lyris_specdec_32k_metrics_20260612.csv,no,1,qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,swebench_full_test_prompts_all.jsonl | qwen8_swe_full_osl32k_bsweep_lyris_bs4_baseline_offset0_n4_isl4096_osl32768_bs4_20260612,4,4096,32768,partial,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,full_osl32k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,swebench_verified_prompts_all.jsonl | qwen8_swe_verified_osl32k_bsweep_lyris_bs4_baseline_offset0_n4_isl4096_osl32768_bs4_20260612,4,4096,32768,partial,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,verified_osl32k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,full | full_osl32k_qwen8_baseline,8,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl32k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,verified | verified_osl32k_qwen8_baseline,8,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,verified_osl32k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,full | full_osl32k_qwen8_baseline,8,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_batch_sweep_manifest_20260612.csv,no,1,full_osl32k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,verified | verified_osl32k_qwen8_baseline,8,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_batch_sweep_manifest_20260612.csv,no,1,verified_osl32k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,swebench_full_test_prompts_all.jsonl | qwen8_swe_full_osl32k_bsweep_lyris_bs8_baseline_offset0_n8_isl4096_osl32768_bs8_20260612,8,4096,32768,partial,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,full_osl32k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,swebench_verified_prompts_all.jsonl | qwen8_swe_verified_osl32k_bsweep_lyris_bs8_baseline_offset0_n8_isl4096_osl32768_bs8_20260612,8,4096,32768,partial,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,verified_osl32k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,full | full_osl32k_qwen8_baseline,16,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl32k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,verified | verified_osl32k_qwen8_baseline,16,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,verified_osl32k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,full | full_osl32k_qwen8_baseline,16,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_batch_sweep_manifest_20260612.csv,no,1,full_osl32k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,verified | verified_osl32k_qwen8_baseline,16,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_batch_sweep_manifest_20260612.csv,no,1,verified_osl32k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,swebench_full_test_prompts_all.jsonl | qwen8_swe_full_osl32k_bsweep_lyris_bs16_baseline_offset0_n16_isl4096_osl32768_bs16_20260612,16,4096,32768,partial,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,full_osl32k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,swebench_verified_prompts_all.jsonl | qwen8_swe_verified_osl32k_bsweep_lyris_bs16_baseline_offset0_n16_isl4096_osl32768_bs16_20260612,16,4096,32768,partial,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,verified_osl32k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,full | full_osl32k_qwen8_baseline,32,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,2,full_osl32k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,verified | verified_osl32k_qwen8_baseline,32,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,2,verified_osl32k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,full | full_osl32k_qwen8_baseline,32,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_batch_sweep_manifest_20260612.csv,no,2,full_osl32k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,baseline,,baseline,verified | verified_osl32k_qwen8_baseline,32,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_batch_sweep_manifest_20260612.csv,no,2,verified_osl32k_qwen8_baseline
SWE,Qwen/Qwen3-8B,,eagle3,11,eagle3_k11,swebench_verified_prompts_all.jsonl | qwen3_8b_swebench_verified_osl32k_lyris_eagle3_highk_eagle3_offset0_n4_isl4096_osl32768_bs1_2_4_k11_20260611,1,4096,32768,final,metrics,docs/lyris_specdec_32k_metrics_20260612.csv,no,1,qwen8_eagle3_k11
SWE,Qwen/Qwen3-8B,,eagle3,11,eagle3_k11,qwen8_eagle3_k11,1,4096,32768,manifest-only,manifest,docs/lyris_specdec_32k_manifest_20260612.csv,no,1,qwen8_eagle3_k11
SWE,Qwen/Qwen3-8B,,eagle3,11,eagle3_k11,swebench_verified_prompts_all.jsonl | qwen3_8b_swebench_verified_osl32k_lyris_eagle3_highk_eagle3_offset0_n4_isl4096_osl32768_bs1_2_4_k11_20260611,2,4096,32768,final,metrics,docs/lyris_specdec_32k_metrics_20260612.csv,no,1,qwen8_eagle3_k11
SWE,Qwen/Qwen3-8B,,eagle3,11,eagle3_k11,qwen8_eagle3_k11,2,4096,32768,manifest-only,manifest,docs/lyris_specdec_32k_manifest_20260612.csv,no,1,qwen8_eagle3_k11
SWE,Qwen/Qwen3-8B,,eagle3,11,eagle3_k11,swebench_verified_prompts_all.jsonl | qwen3_8b_swebench_verified_osl32k_lyris_eagle3_highk_eagle3_offset0_n4_isl4096_osl32768_bs1_2_4_k11_20260611,4,4096,32768,final,metrics,docs/lyris_specdec_32k_metrics_20260612.csv,no,1,qwen8_eagle3_k11
SWE,Qwen/Qwen3-8B,,eagle3,11,eagle3_k11,qwen8_eagle3_k11,4,4096,32768,manifest-only,manifest,docs/lyris_specdec_32k_manifest_20260612.csv,no,1,qwen8_eagle3_k11
SWE,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,swebench_verified_prompts_all.jsonl | qwen3_8b_swebench_verified_osl32k_lyris_pard2_eagle3_eagle3_offset0_n4_isl4096_osl32768_bs1_2_4_k3_20260611,1,4096,32768,final,metrics,docs/lyris_specdec_32k_metrics_20260612.csv,no,1,qwen8_eagle3_k3
SWE,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,swebench_full_test_prompts_all.jsonl | qwen8_swe_full_osl128k_lyris_eagle3_offset0_n1_isl4096_osl131072_bs1_k3_20260611,1,4096,131072,final,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,full_osl128k_qwen8_eagle3_k3
SWE,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,swebench_full_test_prompts_all.jsonl | qwen8_swe_full_osl16k_lyris_eagle3_offset0_n4_isl4096_osl16384_bs1_2_k3_20260611,1,4096,16384,final,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,full_osl16k_qwen8_eagle3_k3
SWE,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,swebench_full_test_prompts_all.jsonl | qwen8_swe_full_osl32k_lyris_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260611,1,4096,32768,final,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,full_osl32k_qwen8_eagle3_k3
SWE,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,swebench_full_test_prompts_all.jsonl | qwen8_swe_full_osl64k_lyris_eagle3_offset0_n2_isl4096_osl65536_bs1_k3_20260611,1,4096,65536,final,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,full_osl64k_qwen8_eagle3_k3
SWE,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,swebench_verified_prompts_all.jsonl | qwen8_swe_verified_osl128k_lyris_eagle3_offset0_n1_isl4096_osl131072_bs1_k3_20260611,1,4096,131072,final,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,verified_osl128k_qwen8_eagle3_k3
SWE,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,swebench_verified_prompts_all.jsonl | qwen8_swe_verified_osl16k_lyris_eagle3_offset0_n4_isl4096_osl16384_bs1_2_k3_20260611,1,4096,16384,final,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,verified_osl16k_qwen8_eagle3_k3
SWE,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,swebench_verified_prompts_all.jsonl | qwen8_swe_verified_osl64k_lyris_eagle3_offset0_n2_isl4096_osl65536_bs1_k3_20260611,1,4096,65536,final,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,verified_osl64k_qwen8_eagle3_k3
SWE,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,swebench_verified_prompts_all.jsonl | qwen8_swe_verified_osl96k_lyris_after2103166_eagle3_offset0_n1_isl4096_osl98304_bs1_k3_20260612,1,4096,98304,final,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,verified_osl96k_qwen8_eagle3_k3
SWE,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,swebench_verified_prompts_all.jsonl | oci_swe_verified_osl16k_qwen8_eagle3_k3_20260612,1,4096,16384,final,metrics,docs/oci_swebench_osl16k_smoke_metrics_20260612.csv,no,1,oci_verified_osl16k_qwen8_eagle3_k3
SWE,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,qwen8_eagle3_k3,1,4096,32768,manifest-only,manifest,docs/lyris_specdec_32k_manifest_20260612.csv,no,1,qwen8_eagle3_k3
SWE,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,full | full_osl128k_qwen8_eagle3_k3,1,4096,131072,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl128k_qwen8_eagle3_k3
SWE,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,full | full_osl16k_qwen8_eagle3_k3,1,4096,16384,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl16k_qwen8_eagle3_k3
SWE,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,full | full_osl32k_qwen8_eagle3_k3,1,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl32k_qwen8_eagle3_k3
SWE,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,full | full_osl64k_qwen8_eagle3_k3,1,4096,65536,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl64k_qwen8_eagle3_k3
SWE,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,verified | verified_osl128k_qwen8_eagle3_k3,1,4096,131072,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,verified_osl128k_qwen8_eagle3_k3
SWE,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,verified | verified_osl16k_qwen8_eagle3_k3,1,4096,16384,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,verified_osl16k_qwen8_eagle3_k3
SWE,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,verified | verified_osl64k_qwen8_eagle3_k3,1,4096,65536,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,verified_osl64k_qwen8_eagle3_k3
SWE,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,verified | verified_osl96k_qwen8_eagle3_k3,1,4096,98304,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,verified_osl96k_qwen8_eagle3_k3
SWE,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,swebench_verified_prompts_all.jsonl | qwen3_8b_swebench_verified_osl32k_lyris_pard2_eagle3_eagle3_offset0_n4_isl4096_osl32768_bs1_2_4_k3_20260611,2,4096,32768,final,metrics,docs/lyris_specdec_32k_metrics_20260612.csv,no,1,qwen8_eagle3_k3
SWE,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,swebench_full_test_prompts_all.jsonl | qwen8_swe_full_osl16k_lyris_eagle3_offset0_n4_isl4096_osl16384_bs1_2_k3_20260611,2,4096,16384,final,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,full_osl16k_qwen8_eagle3_k3
SWE,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,swebench_full_test_prompts_all.jsonl | qwen8_swe_full_osl32k_lyris_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260611,2,4096,32768,final,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,full_osl32k_qwen8_eagle3_k3
SWE,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,swebench_verified_prompts_all.jsonl | qwen8_swe_verified_osl16k_lyris_eagle3_offset0_n4_isl4096_osl16384_bs1_2_k3_20260611,2,4096,16384,final,metrics,docs/lyris_swebench_longosl_metrics_20260612.csv,no,1,verified_osl16k_qwen8_eagle3_k3
SWE,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,swebench_verified_prompts_all.jsonl | oci_swe_verified_osl16k_qwen8_eagle3_k3_20260612,2,4096,16384,final,metrics,docs/oci_swebench_osl16k_smoke_metrics_20260612.csv,no,1,oci_verified_osl16k_qwen8_eagle3_k3
SWE,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,qwen8_eagle3_k3,2,4096,32768,manifest-only,manifest,docs/lyris_specdec_32k_manifest_20260612.csv,no,1,qwen8_eagle3_k3
SWE,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,full | full_osl16k_qwen8_eagle3_k3,2,4096,16384,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl16k_qwen8_eagle3_k3
SWE,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,full | full_osl32k_qwen8_eagle3_k3,2,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl32k_qwen8_eagle3_k3
